 Lista de Imóveis da Caixa;;Data de geração:;08/05/2026;;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Financiamento;Descrição;Modalidade de venda;Link de acesso
8,7877E+12;RJ ;NOVA IGUACU ;CORUMBA ;ESTRADA DE SANTA RITA, N. 2030, CS 10 ;96.592,92;163.000,00;40.75;Não;Casa, 66.37 de área total, 66.37 de área privativa, 110.51 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702678949
8,78771E+12;RJ ;NOVA IGUACU ;TRES CORACOES ; ESTRADA VELHA DE SANTA RITA, N. 1060, Apto 303, BL 09 ;108.444,81;183.000,00;40.75;Não;Apartamento, 67.49 de área total, 42.61 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707934790
8,78771E+12;RJ ;NOVA IGUACU ;TRES CORACOES ; ESTRADA VELHA DE SANTA RITA, N. 1052, Apto 401, BL 16 ;104.889,24;177.000,00;40.75;Não;Apartamento, 51.34 de área total, 44.98 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712898763
8,78771E+12;RJ ;NOVA IGUACU ;TRES CORACOES ; ESTRADA VELHA DE SANTA RITA, N. 1052, Apto 104, BL 20 ;108.444,81;183.000,00;40.75;Não;Apartamento, 77.52 de área total, 43.68 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713866261
8,78772E+12;RJ ;NOVA IGUACU ;TRES CORACOES ; ESTRADA VELHA DE SANTA RITA, N. 1052, Apto 103, BL 05 ;104.296,65;176.000,00;40.75;Não;Apartamento, 73.95 de área total, 43.68 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715842912
8,44442E+12;RJ ;QUEIMADOS ;VILA SAO JOAO ;RUA PROJETADA A, N. 20, CS 7, LT 2 ;100.464,41;169.533,12;40.75;Não;Casa, 70.03 de área total, 70.03 de área privativa, 410.63 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444419236865
8,55554E+12;RJ ;QUEIMADOS ;VILA SAO JOAO ;ESTRADA CABUCU-QUEIMADOS, N. 995, Apto 208, BL 03 ;95.811,99;161.682,18;40.75;Não;Apartamento, 74.08 de área total, 46.47 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555537830360
8,55554E+12;RJ ;QUEIMADOS ;VILA SAO JOAO ;ESTRADA CABUÇU QUIEMADOS, N. 995, Apto 503, BL 02 ;95.864,34;161.770,53;40.75;Não;Apartamento, 63.35 de área total, 46.47 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555537851189
8,4444E+12;RJ ;SAO GONCALO ;LOT JD INDEPENDENCIA ;RUA MILITINO DOMINGUES, N. 10, CS 04 ;94.815,14;160.000,00;40.75;Não;Casa, 51.78 de área total, 51.78 de área privativa, 62.06 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444402696043
8,44442E+12;RJ ;SAO GONCALO ;BOM RETIRO ;RUA MARTINS SARAZAT, N. 545, Apto 204,  CS 03 ;97.778,11;165.000,00;40.75;Não;Apartamento, 63.23 de área total, 63.23 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444420492403
8,44443E+12;RJ ;SAO GONCALO ;VISTA ALEGRE ;R CANADA, N. 451, CS 03 ;96.000,33;162.000,00;40.75;Não;Casa, 0.00 de área total, 135.95 de área privativa, 135.95 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428424814
8,44444E+12;RJ ;SAO GONCALO ;VISTA ALEGRE ;AV ALMIRANTE AMORIM DO VALE, N. 577, Apto 110, ;94.815,14;160.000,00;40.75;Não;Apartamento, 37.00 de área total, 37.00 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444436747392
8,55551E+12;RJ ;SAO GONCALO ;AMENDOEIRA ;RUA DOMINGOS COSTA, N. 155, Apto 102, BLOCO 12 ;104.746,06;176.758,37;40.75;Não;Apartamento, 105.74 de área total, 105.74 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555505011460
8,55552E+12;RJ ;SAO GONCALO ;AMENDOEIRA ;RUA DOMINGOS COSTA, N. 155, Apto 204, BLOCO 06 ;108.370,64;182.874,83;40.75;Não;Apartamento, 81.34 de área total, 46.02 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555521454037
1,44441E+12;RJ ;SAO PEDRO DA ALDEIA ;BOQUEIRAO ;RUA AGDA CARDOSO, N. 547, SN, 0921 ;212.225,66;360.000,00;41.05;Sim;Casa, 201.00 de área total, 201.00 de área privativa, 373.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444406574335
8,44443E+12;RJ ;NOVA IGUACU ;PARQUE BOA VISTA ;RUA NOVE, N. 17, CS 02, LT 01-B, QD L ;123.753,66;210.000,00;41.07;Não;Casa, 65.06 de área total, 65.06 de área privativa, 99.63 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444432537679
8,78771E+12;RJ ;NOVA IGUACU ;CENTRO ;AVENIDA ABILIO AUGUSTO TAVORA, N. SN, Apto 504, BL 17 ;111.378,29;189.000,00;41.07;Não;Apartamento, 40.83 de área total, 40.83 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709480362
8,78771E+12;RJ ;NOVA IGUACU ;PONTO CHIC ;ESTRADA VELHA DE SANTA RITA, N. 1052, Apto 301, BLOCO 17 LT 6A3 ;119.157,09;202.200,00;41.07;Não;Apartamento, 61.39 de área total, 44.98 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710397520
8,78772E+12;RJ ;NOVA IGUACU ;PONTO CHIC ;ESTRADA VELHA DE SANTA RITA, N. 1052, Apto 303, BL 05 ;127.289,48;216.000,00;41.07;Não;Apartamento, 46.20 de área total, 43.68 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715057441
8,78771E+12;RJ ;NOVA IGUACU ;PARQUE ROSARIO ;ESTRADA DOUTOR PLINIO CASADO, N. 2450, Apto 1308, AP 1308, BL 01 ;122.575,05;208.000,00;41.07;Não;Apartamento, 60.04 de área total, 42.49 de área privativa, 0.00 de área do terreno,  2 qto(s).;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709655545
8,78771E+12;RJ ;NOVA IGUACU ;PARQUE ROSARIO ;ESTRADA DOUTOR PLINIO CASADO, N. 2450, Apto 1503, BLOCO  01 ;129.646,69;220.000,00;41.07;Não;Apartamento, 60.04 de área total, 42.49 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710069700
8,78771E+12;RJ ;NOVA IGUACU ;CERAMICA ;RUA B, N. 200, Apto 501, BLOCO 2 ;111.967,60;190.000,00;41.07;Não;Apartamento, 40.54 de área total, 40.54 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706254019
8,55552E+12;RJ ;NOVA IGUACU ;CABUCU ;RUA TRES, N. 60, ;135.641,21;230.172,21;41.07;Sim;Casa, 68.99 de área total, 68.99 de área privativa, 150.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555519798220
8,78771E+12;RJ ;NOVA IGUACU ;CABUCU ;AVENIDA ABILIO AUGUSTO TAVORA, N. 3771, Apto 501, BLOCO 05 ;125.226,92;212.500,00;41.07;Não;Apartamento, 40.83 de área total, 40.83 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711456058
8,78771E+12;RJ ;NOVA IGUACU ;CABUCU ;AVENIDA ABILIO AUGUSTO TAVORA, N. SN, Apto 104, BL 09 ;120.807,15;205.000,00;41.07;Não;Apartamento, 40.83 de área total, 40.83 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711992995
8,78771E+12;RJ ;NOVA IGUACU ;CABUCU ;AVENIDA ABILIO AUGUSTO TAVORA, N. SN, Apto 402, BL 03 ;110.199,68;187.000,00;41.07;Não;Apartamento, 47.11 de área total, 40.83 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713087360
1,44442E+12;RJ ;SAO GONCALO ;ANAIA PEQUENO ;RUA FREDERICO SILVEIRA DE CARVALHO, N. 190, ;133.776,37;227.650,00;41.24;Sim;Casa, 0.00 de área total, 142.00 de área privativa, 586.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444417441323
1,7877E+12;RJ ;SAO GONCALO ;NEVES (NEVES) ;RUA BARAO DE SAO GONCALO, N. 300, Apto 109, BL 1 ;112.239,35;191.000,00;41.24;Não;Apartamento, 41.53 de área total, 41.53 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787701386903
1,7877E+12;RJ ;SAO GONCALO ;NEVES (NEVES) ;RUA BARAO DE SAO GONCALO, N. 300, Apto 2016, BL 05 ;108.125,87;184.000,00;41.24;Não;Apartamento, 40.70 de área total, 40.70 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787701463037
1,44442E+12;RJ ;SAO GONCALO ;MONJOLOS ;RUA PLINIO ROCHA, N. 38, LT A, QD 131 ;138.095,53;235.000,00;41.24;Sim;Terreno, 143.14 de área total, 0.00 de área privativa, 320.00 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444416243498
1,44442E+12;RJ ;SAO GONCALO ;MUTUAGUACU ;RUA ERNESTO FRANCA, N. 325, Apto 03, ;113.414,63;193.000,00;41.24;Não;Apartamento, 119.33 de área total, 119.33 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444418089569
1,44442E+12;RJ ;SAO GONCALO ;COVANCA ;RUA NOVA DE AZEVEDO, N. 108, ;131.043,85;223.000,00;41.24;Sim;Casa, 66.08 de área total, 66.08 de área privativa, 105.38 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444415934268
1,44442E+12;RJ ;SAO GONCALO ;ENGENHO PEQUENO ;RUA MENTOR COUTO, N. 3609, CS 30 ;124.579,80;212.000,00;41.24;Não;Casa, 66.00 de área total, 66.00 de área privativa, 91.00 de área do terreno,  2 qto(s), a.serv, WC, WC Emp, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444417418771
8,44442E+12;RJ ;SAO GONCALO ;JARDIM CATARINA ;RUA MUCURI, N. 1553, CS 04 ;126.342,72;215.000,00;41.24;Não;Casa, 61.25 de área total, 61.25 de área privativa, 72.50 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444419291742
1,44442E+12;RJ ;SAO GONCALO ;TRINDADE ;RUA MACAE, N. 435, QD 115, LT 29 ;125.167,44;213.000,00;41.24;Não;Casa, 84.00 de área total, 84.00 de área privativa, 117.72 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444417564891
8,55551E+12;RJ ;SAO GONCALO ;TRINDADE ;RUA FORTALEZA, N. 296, Apto 402, . ;108.713,51;185.000,00;41.24;Não;Apartamento, 0.00 de área total, 78.00 de área privativa, 0.00 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555510138139
8,78771E+12;RJ ;SAO GONCALO ;VISTA ALEGRE ;AVENIDA PRESIDENTE TRUMAN, N. 151, Apto 1105, BL 03 ;117.528,11;200.000,00;41.24;Não;Apartamento, 77.81 de área total, 77.81 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705222458
8,55551E+12;RJ ;NOVA IGUACU ;COMENDADOR SOARES ;RUA TOMAZ FONSECA, N. 820, Apto 207, ;101.953,08;173.766,63;41.33;Não;Apartamento, 45.79 de área total, 45.79 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555505211591
8,44443E+12;RJ ;NOVA IGUACU ;ADRIANOPOLIS ;RUA SEIS, N. 50, CS 01 ;87.819,45;150.000,00;41.46;Não;Casa, 32.86 de área total, 32.86 de área privativa, 54.91 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425182666
8,44443E+12;RJ ;NOVA IGUACU ;ADRIANOPOLIS ;RUA TRES, N. 80, CS 03 QD G LT 08 ;81.964,82;140.000,00;41.46;Não;Casa, 32.00 de área total, 32.00 de área privativa, 49.95 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425303234
8,78771E+12;RJ ;NOVA IGUACU ;CENTRO ;RUA SENADOR ROBERTO KENEDY, N. 851, Apto 402, BL 23 ;87.819,45;150.000,00;41.46;Não;Apartamento, 41.60 de área total, 41.60 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706316740
8,78771E+12;RJ ;NOVA IGUACU ;PONTO CHIC ;ESTRADA VELHA DE SANTA RITA, N. 1052, Apto 504, BLOCO 01 ;87.819,45;150.000,00;41.46;Não;Apartamento, 43.68 de área total, 43.68 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710272964
8,78771E+12;RJ ;NOVA IGUACU ;PONTO CHIC ;ESTRADA VELHA DE SANTA RITA, N. 1052, Apto 402, BL 12 LT6A3 ;86.648,52;148.000,00;41.46;Não;Apartamento, 51.34 de área total, 44.98 de área privativa, 0.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710966338
8,78771E+12;RJ ;NOVA IGUACU ;ENGENHO PEQUENO ;RUA SENADOR ROBERTO KENEDY, N. 851, Apto 402, BL 18 ;81.964,82;140.000,00;41.46;Não;Apartamento, 46.90 de área total, 46.90 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705943724
8,55551E+12;RJ ;NOVA IGUACU ;SANTA RITA ;RUA CINCO, N. 07, LT 09 QD C ;90.746,77;155.000,00;41.46;Não;Prédio, 0.00 de área total, 91.13 de área privativa, 183.71 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555510149882
8,78771E+12;RJ ;NOVA IGUACU ;SANTA RITA ;ESTRADA VELHA DE SANTA RITA, N. 1052, Apto 304, BLOCO 09 LOTE 6A3 ;84.892,14;145.000,00;41.46;Não;Apartamento, 46.20 de área total, 46.20 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710575312
8,7877E+12;RJ ;NOVA IGUACU ;JARDIM PALMARES ;RUA ANA CARLA, N. 110, Apto 402, BL 18 ;87.819,45;150.000,00;41.46;Não;Apartamento, 47.81 de área total, 47.81 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701914428
8,7877E+12;RJ ;NOVA IGUACU ;JARDIM PALMARES ;RUA ANA CARLA, N. 110, Apto 502, BL 06 ;81.964,82;140.000,00;41.46;Não;Apartamento, 77.32 de área total, 43.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703341387
8,78771E+12;RJ ;NOVA IGUACU ;CERAMICA ;RUA B, N. 200, Apto 302, BL 02 ;86.648,52;148.000,00;41.46;Não;Apartamento, 40.54 de área total, 40.54 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705719182
8,78771E+12;RJ ;NOVA IGUACU ;CERAMICA ;RUA B, N. 200, Apto 502, BL 09 ;86.648,52;148.000,00;41.46;Não;Apartamento, 0.00 de área total, 40.54 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706052700
8,78771E+12;RJ ;NOVA IGUACU ;CERAMICA ;RUA B, N. 200, Apto 201, BL 09 ;86.648,52;148.000,00;41.46;Não;Apartamento, 40.54 de área total, 40.54 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706197473
8,78771E+12;RJ ;NOVA IGUACU ;CERAMICA ;RUA B, N. 200, Apto 102, BL 21 ;81.379,36;139.000,00;41.46;Não;Apartamento, 80.39 de área total, 40.54 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707524087
8,78771E+12;RJ ;NOVA IGUACU ;CERAMICA ;RUA B, N. 200, Apto 304, BLOCO 19 ;89.283,11;152.500,00;41.46;Não;Apartamento, 80.39 de área total, 40.54 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707555470
8,78771E+12;RJ ;NOVA IGUACU ;CERAMICA ;RUA B, N. 200, Apto 501, BL 25 ;84.892,14;145.000,00;41.46;Não;Apartamento, 80.39 de área total, 40.54 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707611567
8,78771E+12;RJ ;NOVA IGUACU ;CERAMICA ;RUA B, N. 200, Apto 301, BL 05 ;83.351,76;142.368,96;41.46;Não;Apartamento, 40.54 de área total, 40.54 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709160520
8,44442E+12;RJ ;NOVA IGUACU ;RODILANDIA ;RUA GEMEOS, N. 150, CS 03 LT 17 QD 03 ;90.746,77;155.000,00;41.46;Não;Casa, 45.80 de área total, 45.80 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444421737752
8,44443E+12;RJ ;NOVA IGUACU ;PALHADA ;TRAVESSA SALINAS, N. 27, Apto 102, QD 06 LT 03-A ;88.990,38;152.000,00;41.46;Não;Apartamento, 0.00 de área total, 39.70 de área privativa, 0.00 de área do terreno,  1 qto(s), varanda, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427798869
8,44443E+12;RJ ;NOVA IGUACU ;PALHADA ;RUA RORAIMA, N. 125, CS 04 ;82.424,59;140.785,31;41.46;Não;Casa, 31.86 de área total, 31.86 de área privativa, 51.50 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444433319942
8,55553E+12;RJ ;NOVA IGUACU ;PALHADA ;ESTRADA DA GRANJA, N. 03, CS 60 ;90.746,77;155.000,00;41.46;Não;Casa, 44.70 de área total, 44.70 de área privativa, 133.20 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555529574872
8,4444E+12;RJ ;NOVA IGUACU ;CABUCU ;RUA TIMBAUBA, N. 112, ;89.473,91;152.825,90;41.46;Não;Casa, 69.39 de área total, 69.39 de área privativa, 92.63 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444400800005
8,44441E+12;RJ ;NOVA IGUACU ;CABUCU ;RUA LUIZ EDUARDO, N. 50, CS 01 LT 14 QD E ;87.819,45;150.000,00;41.46;Não;Casa, 62.88 de área total, 62.88 de área privativa, 10.99 de área do terreno,  2 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444411811216
8,7877E+12;RJ ;NOVA IGUACU ;CABUCU ;RUA JOAQUIM DA SILVA MAIA, N. 31, CASA 16 ;90.746,77;155.000,00;41.46;Não;Casa, 0.00 de área total, 66.25 de área privativa, 90.53 de área do terreno,  2 qto(s), varanda, WC, 1 sala(s), 1 lavabo(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787700740736
8,78771E+12;RJ ;NOVA IGUACU ;CABUCU ;AVENIDA ABILIO AUGUSTO TAVORA, N. 6045, Apto 201, BL 01 LT 01 ;85.589,26;146.190,72;41.46;Não;Apartamento, 0.00 de área total, 40.54 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711753214
8,78771E+12;RJ ;NOVA IGUACU ;CABUCU ;AVENIDA ABILIO AUGUSTO TAVORA, N. 6045, Apto 104, BL 01 ;85.887,42;146.700,00;41.46;Não;Apartamento, 40.54 de área total, 40.54 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711768149
8,78771E+12;RJ ;NOVA IGUACU ;CABUCU ;AVENIDA ABILIO AUGUSTO TAVORA, N. 6045, Apto 101, BL 04 ;81.379,36;139.000,00;41.46;Não;Apartamento, 100.92 de área total, 40.54 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712089601
