 Lista de Imóveis da Caixa;;Data de geração:;08/05/2026;;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Financiamento;Descrição;Modalidade de venda;Link de acesso
8,44442E+12;RJ ;NOVA IGUACU ;IPIRANGA ;RUA TRES, N. 85, LT 25 ;70.866,79;144.000,00;50.79;Não;Casa, 0.00 de área total, 32.78 de área privativa, 50.66 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423058631
8,44443E+12;RJ ;NOVA IGUACU ;VALVERDE ;RUA COLORADO, N. 468, QD E LT 28 CS 05 ;54.622,69;111.000,00;50.80;Não;Casa, 0.00 de área total, 49.15 de área privativa, 336.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427699267
8,44442E+12;RJ ;NOVA IGUACU ;CABUCU ;RUA 1, N. 58, Apto 103, QD I LT 11 ;55.606,88;113.000,00;50.80;Não;Apartamento, 0.00 de área total, 20.40 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s).;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444415905428
8,44442E+12;RJ ;NOVA IGUACU ;CABUCU ;RUA 7, N. 120, CASA 01 ;54.047,00;109.830,13;50.80;Não;Casa, 0.00 de área total, 33.00 de área privativa, 51.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444416484400
8,44441E+12;RJ ;NOVA IGUACU ;IPIRANGA ;RUA SETE, N. 54, 0 ;50.193,82;102.000,00;50.80;Não;Casa, 0.00 de área total, 32.63 de área privativa, 49.95 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444413097715
8,44442E+12;RJ ;NOVA IGUACU ;RODILANDIA ;RUA PALMIRA LOPES, N. 120, CS 4 ;60.991,41;124.000,00;50.82;Não;Casa, 0.00 de área total, 41.61 de área privativa, 97.36 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444420894854
8,55554E+12;RJ ;NOVA IGUACU ;CAMPO ALEGRE ;RUA DOUTOR ALBERT SABIN, N. S/N, CS 14 LT 12 LOT JARDIM PARADISO ;59.678,42;121.330,58;50.82;Não;Casa, 0.00 de área total, 54.92 de área privativa, 54.88 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555536039235
8,44443E+12;RJ ;NOVA IGUACU ;IPIRANGA ;RUA SEIS DE ABRIL, N. 41, ;60.007,68;122.000,00;50.82;Não;Casa, 0.00 de área total, 38.76 de área privativa, 56.22 de área do terreno,  1 qto(s), a.serv, WC, cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426320736
8,78771E+12;RJ ;NOVA IGUACU ;PONTO CHIC ; E VELHA DE SANTA RITA, N. 1060, Apto 301, BLOCO 11 ;90.561,22;184.426,00;50.90;Não;Apartamento, 0.00 de área total, 53.58 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706381444
8,7877E+12;RJ ;NOVA IGUACU ;VILA CATIA ;RUA TENORIO CAVALCANTI, N. 180, Apto 302, BL 04B ;103.119,18;210.000,00;50.90;Não;Apartamento, 0.00 de área total, 45.49 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787700633859
8,44441E+12;RJ ;NOVA IGUACU ;CABUCU ;RUA CARUARU, N. 59, CS 05 ;93.298,31;190.000,00;50.90;Não;Casa, 0.00 de área total, 58.71 de área privativa, 92.59 de área do terreno,  2 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444413026265
8,44441E+12;RJ ;NOVA IGUACU ;CABUCU ;RUA SERGIO MARTINS DA MOTA, N. 420, Apto 101, LT 04 QD 61 ;92.807,26;189.000,00;50.90;Não;Apartamento, 0.00 de área total, 68.90 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444414792808
8,44443E+12;RJ ;NOVA IGUACU ;CABUCU ;RUA TELMA, N. 79, QD.13 LT.27 CASA-01 ;103.119,18;210.000,00;50.90;Não;Casa, 0.00 de área total, 49.13 de área privativa, 600.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426339860
8,4444E+12;RJ ;NOVA IGUACU ;JARDIM GUANDU ;ESTRADA HUMAITA, N. 5769, Apto 201, BL 25 ;50.494,71;103.000,00;50.98;Não;Apartamento, 0.00 de área total, 47.20 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444402734921
8,7877E+12;RJ ;QUEIMADOS ;VILA SAO JOAO ;ESTRADA ANTONIO SOARES, N. 757, Apto 407, BL 05 ;70.402,24;144.000,00;51.11;Não;Apartamento, 0.00 de área total, 46.47 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701724572
8,44443E+12;RJ ;QUEIMADOS ;DO CARMO ;RUA CONDE ALJEZUR, N. 1460, QD A LT 186 CS 10 ;48.121,54;99.000,00;51.40;Não;Casa, 0.00 de área total, 34.15 de área privativa, 85.86 de área do terreno,  1 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425808140
8,7877E+12;RJ ;QUEIMADOS ;VILA SAO JOAO ;ESTRADA CABUCU QUEIMADOS, N. 757, Apto 501, BL 05 ;62.819,89;129.930,52;51.66;Não;Apartamento, 0.00 de área total, 46.47 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701649236
8,44443E+12;RJ ;QUEIMADOS ;BELMONTE ;AVENIDA IRMAOS GUINLE, N. 2345, CS 21 ;59.621,41;124.000,00;51.92;Não;Casa, 0.00 de área total, 36.30 de área privativa, 80.96 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427544743
8,55554E+12;RJ ;QUEIMADOS ;CAMPO ALEGRE ;ESTRADA CABUCU  QUEIMADOS, N. 955, Apto 104, BLOCO 02 ;59.457,64;123.659,40;51.92;Não;Apartamento, 0.00 de área total, 46.47 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555539460446
8,44441E+12;RJ ;PORCIUNCULA ;CENTRO ;RUA  FURTADO DE MENDONCA, N. 56, 1 PAVIMENTO ;59.588,90;125.000,00;52.33;Não;Casa, 0.00 de área total, 51.95 de área privativa, 123.45 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444412114900
8,7877E+12;RJ ;QUEIMADOS ;VILA SAO JOAO ;ESTRADA CABUCU QUEIMADOS, N. 757, Apto 402, BL  02 ;60.103,86;127.000,00;52.68;Não;Apartamento, 0.00 de área total, 54.35 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701489174
8,44441E+12;RJ ;QUEIMADOS ;VILA CENTRAL ;RUA ESTOCOLMO, N. 928, CS 09 ;79.742,44;174.000,00;54.18;Não;Casa, 0.00 de área total, 58.86 de área privativa, 61.26 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444410905764
8,7877E+12;RJ ;QUEIMADOS ;VILA SAO JOAO ;ESTRADA ANTONIO SOARES ESTRADA CABUCUQUEIMADO, N. 757, Apto 208, BL 05 ;69.384,03;153.427,09;54.78;Não;Apartamento, 0.00 de área total, 46.47 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701581216
8,55554E+12;RJ ;QUEIMADOS ;CAMPO ALEGRE ;ESTRADA CABACU-QUEIMADOS, N. 995, Apto 501, BL 01 ;62.579,77;140.000,00;55.31;Não;Apartamento, 0.00 de área total, 46.47 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538508810
8,7877E+12;RJ ;QUEIMADOS ;VILA SAO JOAO ;ESTRADA ANTONIO SOARES, N. 757, Apto 404, BLOCO 4 ;57.632,40;137.000,00;57.94;Não;Apartamento, 0.00 de área total, 46.47 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701859842
8,55554E+12;RJ ;QUEIMADOS ;VILA SAO JOAO ;ESTRADA ANTONIO SOARES, N. 995, Apto 105, BL 04 - EWSTRADA CABUCU QUEIMADOS ;81.785,88;195.000,00;58.06;Não;Apartamento, 0.00 de área total, 46.47 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555537912986
8,7877E+12;RJ ;QUEIMADOS ;VILA SAO JOAO ;ESTRADA ANTONIO SOARES (ANTIGA CABUCU-QUEIMADOS), N. 757, Apto 503, BL 05 ;85.560,61;204.000,00;58.06;Não;Apartamento, 0.00 de área total, 46.47 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701537365
8,55554E+12;RJ ;QUEIMADOS ;CAMPO ALEGRE ;ESTRADA CABUCU QUEIMADOS, N. 995, Apto 204, BL 6 ;61.601,97;147.000,00;58.10;Não;Apartamento, 0.00 de área total, 46.47 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538294488
1,44441E+12;RJ ;RESENDE ;MONET ;RUA DI CAVALCANTI, N. 418, LT 12 QD D ;62.285,48;149.086,04;58.23;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 305.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444406731260
8,7877E+12;RJ ;QUEIMADOS ;VILA SAO JOAO ;ESTRADA ANTONIO SOARES (ESTRADA CABUCU-QUEIMADOS), N. 757, Apto 104, BL 02 ;65.593,55;160.000,00;59.01;Não;Apartamento, 73.60 de área total, 46.47 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701486116
8,55554E+12;RJ ;QUEIMADOS ;CAMPO ALEGRE ;ESTRADA ANTONIO SOARES, N. 995, Apto 404, BLOCO 03 ANTIGA ESTRADA CABUÇU-QUEIMAD ;62.255,17;154.000,00;59.58;Não;Apartamento, 63.73 de área total, 46.47 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538623120
8,7877E+12;RJ ;QUEIMADOS ;VILA SAO JOAO ;ESTRADA ANTONIO SOARES (ANTIGA CABUCU-QUEIMADOS), N. 757, Apto 303, BL 05 ;57.404,12;142.000,00;59.58;Não;Apartamento, 0.00 de área total, 46.47 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701741450
8,7877E+12;RJ ;QUEIMADOS ;VILA SAO JOAO ;ESTRADA ANTONIO SOARES (ANTIGA CABUCU-QUEIMADOS), N. 757, Apto 406, BL 01 ;56.595,61;140.000,00;59.58;Não;Apartamento, 0.00 de área total, 46.47 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701925209
8,7877E+12;RJ ;QUEIMADOS ;VILA SAO JOAO ;ESTRADA ANTONIO SOARES, N. 757, Apto 404, BL 02 ;60.525,67;149.721,74;59.58;Não;Apartamento, 0.00 de área total, 46.47 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702018779
8,7877E+12;RJ ;QUEIMADOS ;VILA SAO JOAO ;ESTRADA ANTONIO SOARES, N. 757, Apto 103, BL 04 ;59.344,32;146.799,45;59.58;Não;Apartamento, 0.00 de área total, 46.47 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702027450
8,7877E+12;RJ ;QUEIMADOS ;VILA SAO JOAO ;ESTRADA ANTONIO SOARES, N. 757, Apto 306, BL 03 ;56.999,87;141.000,00;59.58;Não;Apartamento, 0.00 de área total, 46.47 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702145452
8,44441E+12;RJ ;QUEIMADOS ;VILA CENTRAL ;AVENIDA BERNA, N. 1117, CS 03 ;57.404,12;142.000,00;59.58;Não;Casa, 0.00 de área total, 53.03 de área privativa, 142.97 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444409275230
8,7877E+12;RJ ;QUEIMADOS ;VILA SAO JOAO ;ESTRADA ANTONIO SOARES (ANTIGA EST CABUCU), N. 757, Apto 407, BL 03 ;53.883,47;134.944,00;60.07;Não;Apartamento, 0.00 de área total, 46.47 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701550086
8,7877E+12;RJ ;QUEIMADOS ;VILA SAO JOAO ;ESTRADA ANTONIO SOARES, N. 757, Apto 507, BL 01 ;43.232,73;110.000,00;60.70;Não;Apartamento, 0.00 de área total, 46.47 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701477990
8,7877E+12;RJ ;QUEIMADOS ;VILA SAO JOAO ;ESTRADA ANTONIO SOARES (ANTIGA CABUCU-QUEIMADOS), N. 757, Apto 501, BL 02 ;44.411,80;113.000,00;60.70;Não;Apartamento, 0.00 de área total, 46.47 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703212102
8,44442E+12;RJ ;RIO DE JANEIRO ;BANGU ;ESTRADA DO TAQUARAL, N. 100, Apto 110, BL 01 ;39.056,85;106.000,00;63.16;Não;Apartamento, 0.00 de área total, 46.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424971004
8,78771E+12;RJ ;RIO DE JANEIRO ;SANTA CRUZ ;RUA PROJETADA 1, N. 115, Apto 107, BL 10 ;50.416,29;137.000,00;63.20;Não;Apartamento, 0.00 de área total, 40.54 de área privativa, 0.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709793751
8,7877E+12;RJ ;RIO DE JANEIRO ;CAMPO GRANDE ;ESTRADA DO CAMPINHO, N. 1005, Apto 503, BL 01 ;62.529,69;170.000,00;63.22;Não;Apartamento, 0.00 de área total, 39.47 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704472582
8,78771E+12;RJ ;RIO DE JANEIRO ;CAMPO GRANDE ;RUA VICENTE FRANCISCO DOS SANTOS, N. 1956, Apto 409, BL 02 ;58.851,48;160.000,00;63.22;Não;Apartamento, 0.00 de área total, 41.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708581114
8,78771E+12;RJ ;RIO DE JANEIRO ;TOMAS COELHO ;RUA SILVA VALE, N. 579, Apto 302, BL 03 ;54.571,79;148.500,00;63.26;Não;Apartamento, 40.00 de área total, 40.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706879027
1,55551E+12;RJ ;RIO BONITO ;BOQUEIRAO ;AVENIDA ANTONIO PEREIRA DE FARIA, N. 952, LT 2 AO 10, QD XIII ;473.336,58;1.292.000,00;63.37;Não;Casa, 0.00 de área total, 399.00 de área privativa, 47434.00 de área do terreno,  3 qto(s), 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555513320290
1,4444E+12;RJ ;RIO DE JANEIRO ;MEIER ;RUA TENENTE COSTA, N. 64, Apto 102, FUNDOS ;99.136,90;270.600,00;63.37;Não;Apartamento, 0.00 de área total, 60.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), DCE, cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444403118509
8,55552E+12;RJ ;RIO DE JANEIRO ;INHOAIBA ;RUA GENTIL DE OURO, N. 615, Apto 103, BL 05 ;56.140,69;154.578,27;63.69;Não;Apartamento, 0.00 de área total, 50.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555517661368
8,78771E+12;RJ ;RIO DE JANEIRO ;GUARATIBA ;ESTRADA CABUCU DE BAIXO, N. 600, Apto 501, BL 05 ;52.661,99;145.000,00;63.69;Não;Apartamento, 0.00 de área total, 40.54 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712668130
8,78772E+12;RJ ;RIO DE JANEIRO ;GUARATIBA ;RUA PROJETADA DOIS, N. 285, Apto 307, BL 05 ;54.477,93;150.000,00;63.69;Não;Apartamento, 0.00 de área total, 40.00 de área privativa, 0.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718657881
8,78771E+12;RJ ;RIO DE JANEIRO ;CAMPO GRANDE ;RUA VICENTE FRANCISCO DOS SANTOS, N. 1956, Apto 509, BL 03 ;54.477,93;150.000,00;63.69;Não;Apartamento, 0.00 de área total, 41.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708733020
8,78771E+12;RJ ;RIO DE JANEIRO ;CAMPO GRANDE ;VIA PROJETADA 2, N. 50, Apto 403, BL 03 ;54.841,11;151.000,00;63.69;Não;Apartamento, 0.00 de área total, 41.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710155968
8,78771E+12;RJ ;RIO DE JANEIRO ;CAMPO GRANDE ;VIA PROJETADA 2, N. 50, Apto 502, BL 06 ;51.572,44;142.000,00;63.69;Não;Apartamento, 0.00 de área total, 41.07 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711777512
8,7877E+12;RJ ;RIO DE JANEIRO ;REALENGO ;RUA CURITIBA, N. 790, Apto 405, LT 01. BL 01. ;50.505,98;139.063,62;63.69;Não;Apartamento, 0.00 de área total, 44.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787700975393
8,55553E+12;RJ ;RIO DE JANEIRO ;PAVUNA ;RUA BRAZ CUBAS, N. 363, Apto 508, BL 05 ;47.617,95;132.580,43;64.09;Não;Apartamento, 0.00 de área total, 44.79 de área privativa, 0.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555530001775
8,44441E+12;RJ ;RIO DE JANEIRO ;PENHA CIRCULAR ;RUA MATURACA, N. 393, Apto 205, BL 04 ;56.370,84;159.000,00;64.55;Não;Apartamento, 0.00 de área total, 59.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444407216430
1,44442E+12;RJ ;RIO DE JANEIRO ;PAVUNA ;RUA IGUABA GRANDE, N. 167, Apto 606, BL 02 ;27.801,85;80.000,00;65.25;Não;Apartamento, 0.00 de área total, 48.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444416417836
8,44441E+12;RJ ;RIO DE JANEIRO ;TOMAS COELHO ;AVENIDA PASTOR MARTIN LUTHER KING JUNIOR, N. 4676, Apto 403, BL 04 ;46.783,00;135.000,00;65.35;Não;Apartamento, 0.00 de área total, 45.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444406065951
8,7877E+12;RJ ;RIO DE JANEIRO ;SANTA CRUZ ;ESTRADA DA PEDRA, N. 753, Apto 508, BL 02 ;50.835,75;147.000,00;65.42;Não;Apartamento, 89.22 de área total, 43.08 de área privativa, 16757.10 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703933195
8,55553E+12;RJ ;RIO DE JANEIRO ;HONORIO GURGEL ;ESTRADA JOAO PAULO, N. 320, Apto 404, BL 05 ;53.305,86;157.000,00;66.05;Não;Apartamento, 0.00 de área total, 46.75 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555527749128
8,78771E+12;RJ ;RIO DE JANEIRO ;GUARATIBA ;RUA ALOES, N. 152, Apto 510, BL 02 ;59.513,18;175.282,24;66.05;Não;Apartamento, 0.00 de área total, 41.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709615462
8,78771E+12;RJ ;RIO DE JANEIRO ;SANTISSIMO ;RUA GUANDU MIRIM, N. 1129, Apto 401, BL 05 ;62.133,58;183.000,00;66.05;Não;Apartamento, 0.00 de área total, 40.54 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713310360
8,55554E+12;RJ ;QUEIMADOS ;VILA SAO JOAO ;ESTRADA CABUCU QUEIMADOS, N. 995, Apto 106, BL 01 ;46.934,83;140.000,00;66.48;Não;Apartamento, 0.00 de área total, 46.47 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555537849052
8,78771E+12;RJ ;RIO DE JANEIRO ;BANGU ;ESTRADA DO GUANDU DO SENA, N. 1440, Apto 107, BL 11 ;48.611,07;145.000,00;66.48;Não;Apartamento, 0.00 de área total, 40.54 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706538521
